hello y'all
08/11/2016 12:53:02,Fast Food Restaurant,(86.0, 36.8, 34.2),(0.0, 90.0, 0.0)
08/11/2016 12:53:02,Florist,(86.0, 36.8, -14.8),(0.0, 90.0, 0.0)
hello y'all
08/11/2016 13:50:44,Bakery,(29.0, 36.8, 9.0),(0.0, 90.0, 0.0)
08/11/2016 13:50:44,Book Store,(29.0, 36.8, 59.0),(0.0, 180.0, 0.0)
08/11/2016 13:50:44,Camera Store,(-132.0, 36.8, 59.0),(0.0, 180.0, 0.0)
08/11/2016 13:50:44,Costume Shop,(-132.0, 36.8, -69.0),(0.0, 180.0, 0.0)
08/11/2016 13:50:44,Gym,(-34.0, 36.8, 9.0),(0.0, 90.0, 0.0)
08/11/2016 13:50:44,Ice Cream Parlor,(-34.0, 36.8, -69.0),(0.0, 180.0, 0.0)
08/11/2016 13:50:44,Fast Food Restaurant,(-99.0, 36.8, -54.0),(0.0, 180.0, 0.0)
08/11/2016 13:50:44,Florist,(15.0, 36.8, -54.0),(0.0, 90.0, 0.0)
